longitude,latitude,number,street,city,zip,hashCode
93.2796295,44.9172817,'4712','Blaisdell Avenue','Minneapolis','55419','e3772149ea60bf84'
93.2629571,44.9624487,'749','Franklin Avenue East','Minneapolis','55404','70f43d06126c0fec'
93.3522891,44.9161008,'5024','Edinbrook Lane','Edina','55436','c844a022ed12efe8'
93.2693765,44.9165603,'4744','5th Avenue South','Minneapolis','55419','b1ecb3c2de925a0c'
93.4244695,45.1366468,'11324','100th Place North','Maple Grove','55369','361c4817ad319246'
93.2747366,44.8752963,'7026','2nd Avenue South','Richfield','55423','564627dae1c539cd'
93.3398425,45.1234853,'9324','Prestwick Lane North','Brooklyn Park','55443','10ddd9b19781a039'
93.4607296,44.9122611,'14209','Bellevue Drive','Minnetonka','55345','66f9bc44d5f180fa'
93.3488343,44.8389892,'9164','Toledo Road','Bloomington','55437','da97458f8be50f07'
93.427525,44.8404867,'9112','Preserve Boulevard','Eden Prairie','55347','92bd39e5167edb4c'
93.3987092,45.0696733,'6301','Edgemont Boulevard','Brooklyn Park','55428','4f831e61545cce0c'
93.3944652,44.8146707,'10409','Cavell Avenue South','Bloomington','55438','d9d30b2e8f87c3c0'
93.4430185,45.1913844,'13081','Pineview Lane North','Dayton','55327','1449055eebe993af'
93.4298892,44.8493066,'8500','Franlo Road','Eden Prairie','55344','722f9c733537dc88'
93.4324956,45.1229816,'9265','Hemlock Lane North','Maple Grove','55369','7fa4578b6d9e86ae'
93.3939036,44.8935026,'6650','Vernon Avenue','Edina','55436','9e2f07f6af0ca459'
93.3914502,44.9113742,'5101','Green Farms Road','Edina','55436','2253120272007734'
93.2421863,44.8436911,'2164','Old Shakopee Road East','Bloomington','55425','8126038216795135'
93.2841476,44.8879129,'6323','Grand Avenue South','Richfield','55423','0eebe81356f97c11'
93.357818,44.9676682,'6094','16th Street West','Saint Louis Park','55416','51c1268604fea9df'
93.4098394,45.1891851,'12908','Pilgrim Lane North','Champlin','55316','a3bcf1ef69842f43'
93.2235108,44.947036,'3320','31st Street East','Minneapolis','55406','75065b218c16abbc'
93.2876384,45.0266358,'3928','Lyndale Avenue North','Minneapolis','55412','f4890ddac36d9388'
93.2724188,44.9739081,'919','Marquette Avenue','Minneapolis','55402','d79cac9f669760a9'
93.3181648,45.0245022,'3810','Xerxes Avenue North','Minneapolis','55412','ca3b2ddd1194eb48'
93.2974974,44.9832045,'457','Girard Terrace','Minneapolis','55405','130d2057654d4fb4'
93.2704731,44.9415405,'3348','4th Avenue South','Minneapolis','55408','a37420294f2f2497'
93.5012575,45.0900391,'7437','Kimberly Lane North','Maple Grove','55311','48b445f1bbf4fadc'
93.5157242,45.041045,'40','Address Unassigned','Plymouth','55446','00ef3399a79d0c19'
93.3226761,44.8700277,'7340','York Avenue South','Edina','55435','eee4daea151f6b7a'
93.2206539,44.9852717,'853','23rd Avenue Southeast','Minneapolis','55414','658ef22fe8827b32'
93.3983282,45.0742081,'9301','66th Place North','Brooklyn Park','55428','99d4d09c70005f83'
93.2786158,44.8667085,'7514','Nicollet Avenue South','Richfield','55423','ba216d760d54539c'
93.3296624,44.9403989,'3920','Excelsior Boulevard','Saint Louis Park','55416','a43b0a6be4ee8698'
93.6398158,45.0711136,'6415','County Road 19','Corcoran','55357','310055d78fd7457b'
93.2590911,44.9578243,'2442','11th Avenue South','Minneapolis','55404','06c6c05c02c92ddf'
93.4508283,44.9662798,'1809','Essex Road','Minnetonka','55305','dd8f4fd5e26bde44'
93.334993,45.0212133,'4400','36th Avenue North','Robbinsdale','55422','25e21a6d36dd9bcc'
93.6316552,45.0565064,'177','Summit Avenue','Loretto','55357','6a9e7562224ef53b'
93.3218331,44.9257569,'4234','Zenith Avenue South','Minneapolis','55410','3611e87c3bf370c6'
93.2558415,44.8667255,'7514','14th Avenue South','Richfield','55423','19d62f9af7334afc'
93.401251,44.9325921,'420','Hazel Lane','Hopkins','55343','4caa7ba8dc34b362'
93.3306039,44.9459936,'3200','Inglewood Avenue South','Saint Louis Park','55416','e3defcb87afd5260'
93.5724274,44.9024495,'186','George Street','Excelsior','55331','a598d623a441c8b5'
93.3146886,44.9143633,'4857','Upton Avenue South','Minneapolis','55410','96086b9ac1a3d9f6'
93.3235638,44.9280525,'4119','Beard Avenue South','Minneapolis','55410','5fd78ce1a1d0aaee'
93.5169214,44.8939119,'18708','Clear View Court','Minnetonka','55345','744ac783437a7820'
93.2091927,44.9084333,'5216','45th Avenue South','Minneapolis','55417','f80279705878f2db'
93.5182437,44.9022155,'18816','De Ann Circle','Minnetonka','55345','936c03f1d7ac5f1a'
93.3781772,45.0577553,'5736','Sumter Avenue North','Crystal','55428','8f65ed0c8e3fbd37'
93.250405,45.0143151,'2535','Quincy Street Northeast','Minneapolis','55418','de7d81e210aa4deb'
93.3545043,44.9067483,'5225','Grandview Square','Edina','55436','b16d1d8277d36f52'
93.3648593,44.9692759,'1351','Hampshire Avenue South','Saint Louis Park','55426','a16323c70656bb54'
93.4823921,44.8772804,'16190','Alpine Way','Eden Prairie','55346','1c6108c675fe2794'
93.416404,45.1316822,'10654','Maple Valley Drive North','Maple Grove','55369','adc32e2ee31e61fe'
93.4313483,44.8929636,'6177','Chasewood Parkway','Minnetonka','55343','477f621ee64c12cb'
93.3863843,45.1237937,'8298','93rd Avenue North','Brooklyn Park','55445','a0d77f6a3a35893c'
93.3533715,44.960922,'2230','Ridge Drive','Saint Louis Park','55416','93013dcd28afb093'
93.2876657,45.0348174,'4334','Lyndale Avenue North','Minneapolis','55412','69e14a6ebf25a10f'
93.3614876,45.072292,'6456','Edgewood Avenue North','Brooklyn Park','55428','53c08cff2f8a361f'
93.3165703,45.0501124,'5220','Vincent Avenue North','Minneapolis','55430','47cc923be46ba9d9'
93.3303931,45.1101265,'3800','85th Avenue North','Brooklyn Park','55443','d50f3d2fd2dd93ea'
93.4051084,45.1626089,'9633','Parkside Trail North','Champlin','55316','51c5a23d006f1a2f'
93.3492773,44.9478163,'3000','Highway 100  South','Saint Louis Park','55416','92e0abf99a61e343'
93.4191315,44.9493867,'2841','Hedberg Drive','Minnetonka','55305','d6fc63c55d8f99d8'
93.288958,44.8836895,'6500','Woodlake Drive','Richfield','55423','b8567749f689a688'
93.3172377,44.9192078,'4615','Washburn Avenue South','Minneapolis','55410','55203a1e9e4eb03d'
93.2889065,45.0099904,'2914','Aldrich Avenue North','Minneapolis','55411','80e0025ac95bc80f'
93.265772,44.9946616,'707','Marshall Street Northeast','Minneapolis','55413','b445cac85bdebe91'
93.3233863,44.945411,'3150','Excelsior Boulevard','Minneapolis','55416','c48fac42f01fde76'
93.2860756,44.9190738,'4612','Harriet Avenue','Minneapolis','55419','6262c9031573fee9'
93.4397527,45.0593975,'5820','Oakview Lane North','Plymouth','55442','d45d22c66ce239b5'
93.2234438,45.015827,'2501','Lowry Avenue Northeast','Saint Anthony','55418','bcf4693a2534e096'
93.3788322,44.9734561,'814','Rhode Island Avenue South','Golden Valley','55426','238eb09fca5e6286'
93.2952202,45.0065869,'2612','Fremont Avenue North','Minneapolis','55411','0d649c8e5fdeffb7'
93.2520605,44.9084434,'5209','Bloomington Avenue','Minneapolis','55417','efc2921729e4fcb7'
93.2851161,44.958837,'2405','Harriet Avenue','Minneapolis','55405','1425992ec86c967c'
93.3213811,44.9462339,'3140','Calhoun Boulevard West','Minneapolis','55416','8ed5b118076bd68d'
93.2640318,44.9650106,'719','18th Street East','Minneapolis','55404','996ff5a3cdf565ee'
93.6761955,45.021543,'5991','Pagenkopf Road','Independence','55359','9c5ea7be1adced99'
93.2851258,44.9560919,'2537','Harriet Avenue','Minneapolis','55405','9b2102263c04ce5b'
93.3389462,45.1207872,'9200','Nantwick Ridge North','Brooklyn Park','55443','0b57ac48c4b57cd2'
93.2431693,45.016929,'1113','27th Avenue Northeast','Minneapolis','55418','f40b67ea3fc2b91a'
93.4651156,44.9878696,'810','Ithaca Lane North','Plymouth','55447','4ee2830489d2ca10'
93.5028145,45.0844675,'7143','Merrimac Lane North','Maple Grove','55311','81572d766564dabc'
93.7299797,45.0844044,'8070','Highway 55','Rockford','55373','edca95b42ae52b27'
93.3127731,44.8805064,'6732','Sheridan Avenue South','Richfield','55423','e6fe3d52825dd142'
93.302979,45.1000874,'8025','James Avenue North','Brooklyn Park','55444','583be3392dd6c81b'
93.3171542,44.8824555,'6629','Washburn Avenue South','Richfield','55423','46e98e58ddc53356'
93.2588418,44.8787645,'6829','11th Avenue South','Richfield','55423','a9201f4c2d8baf69'
93.4487404,44.846749,'13547','Essex Court','Eden Prairie','55347','8c5920af279cade6'
93.213598,44.9061844,'5331','41st Avenue South','Minneapolis','55417','45aba89ed143542c'
93.2641792,44.9400003,'3438','Columbus Avenue','Minneapolis','55407','3ebf5a656906eba3'
93.3341376,44.9774586,'4300','Glenwood Avenue','Golden Valley','55422','2bad3c834031ad71'
93.2221809,45.015781,'2601','Kenzie Terrace','Saint Anthony','55418','1629d880b1017a1e'
93.2362588,45.0069591,'1824','Ulysses Street Northeast','Minneapolis','55418','d81b1280c3159b0d'
93.25661,44.952889,'2722','13th Avenue South','Minneapolis','55407','fd576101727d2641'
93.2864333,44.9535322,'519','27th Street West','Minneapolis','55408','720095e782162e48'
93.445983,45.0578256,'13005','58th Avenue North','Plymouth','55442','283f921fd87485f3'
93.3634584,45.0154864,'3226','Georgia Avenue North','Crystal','55427','4c89838a3c1b9f2c'
93.4684935,44.911635,'14806','Kral Road','Minnetonka','55345','4580f4bbbf85763e'
93.3981709,45.1636789,'11524','Lakeside Circle North','Champlin','55316','52afc8b899342804'
93.3632451,44.9353831,'6600','Oxford Street','Saint Louis Park','55426','79982964025ab22b'
93.3040448,45.0900525,'7361','James Avenue North','Brooklyn Park','55444','abd386989e29c4f9'
93.4589445,45.124753,'14081','94th Avenue North','Maple Grove','55369','9f247d186813457f'
93.35978,44.7932628,'6100','Auto Club Road','Bloomington','55438','6aefadab34ecb92a'
93.2109975,44.9466576,'3101','43rd Avenue South','Minneapolis','55406','1b725fed7359caac'
93.3979187,44.9438876,'3236','Gettysburg Avenue South','Saint Louis Park','55426','8d5704497c907112'
93.2285097,45.0143299,'2538','McKinley Street Northeast','Minneapolis','55418','343d904e21b8d18a'
93.5038214,45.0384877,'4625','Merrimac Lane North','Plymouth','55446','725d634f7b68cf64'
93.6841321,44.9248177,'2907','Halstead Lane','Mound','55364','bec302fe2a194061'
93.3705757,45.0559406,'5652','Maryland Avenue North','Crystal','55428','09cb0d3a7b7cce9a'
93.4117747,45.0227931,'3625','Saratoga Lane North','Plymouth','55441','0750ef024f1b7cb8'
93.2520993,45.0100886,'705','22nd Avenue Northeast','Minneapolis','55418','4da49b82044837b7'
93.2683005,44.9701905,'500','Grant Street East','Minneapolis','55404','8daec8361f66e622'
93.4486876,44.927938,'4105','Pepperwood Trail','Minnetonka','55305','cdfd60dcb1fae24a'
93.3282199,45.0586991,'3609','Admiral Lane','Brooklyn Center','55429','aaed7e28dd338df7'
93.466361,45.1283743,'14672','96th Avenue North','Maple Grove','55369','be4bab784e93307c'
93.4077501,44.8192203,'61','Address Unassigned','Eden Prairie','55347','edaf27f5074183ec'
93.2846831,44.939705,'3446','Grand Avenue South','Minneapolis','55408','914949ee5ef42900'
93.2776175,44.9853126,'345','6th Avenue North','Minneapolis','55401','abdd50c85fad0ecb'
93.4431539,45.2105365,'14101','Pineview Lane North','Dayton','55327','b453f8ce75891686'
93.2909307,44.9578436,'2436','Bryant Avenue South','Minneapolis','55405','c8e9f2420b1aec80'
93.3216097,45.0126705,'3113','Zenith Avenue North','Robbinsdale','55422','fcbdbde88233b747'
93.4890008,44.8834393,'16712','Honeysuckle Lane','Eden Prairie','55346','22dedd7ded69d8c5'
93.2927177,45.0123896,'3100','Dupont Avenue North','Minneapolis','55411','7c982650d6141cfb'
93.3194416,45.0977491,'7840','Xerxes Court North','Brooklyn Park','55444','0cb4beab3b364940'
93.6468424,44.92588,'4830','Monmouth Road','Mound','55364','a64c57314c990a60'
93.3274701,45.1429523,'3617','104th Avenue North','Brooklyn Park','55443','432923a5a365169e'
93.3375682,44.85589,'4575','80th Street Circle West','Bloomington','55437','ab2749a2745ffeab'
93.2866394,44.9637195,'522','Ridgewood Avenue','Minneapolis','55403','a363cf2b9a7b486a'
93.2109073,45.0316481,'3417','Downers Drive','Saint Anthony','55418','9e48fdca68aceeeb'
93.3514948,44.9439617,'3311','Xenwood Avenue South','Saint Louis Park','55416','363740e4816b267a'
93.3466149,44.945806,'3127','Highway 100  South','Saint Louis Park','55416','4b00e77917f9ae82'
93.2934089,45.0065811,'2619','Dupont Avenue North','Minneapolis','55411','49254116d2b6fe34'
93.436864,45.0699031,'12370','63rd Avenue North','Maple Grove','55369','0773b752f779d3c1'
93.2902051,45.023142,'3734','Bryant Avenue North','Minneapolis','55412','8421bbec6b97bed1'
93.2376665,44.9349313,'3728','24th Avenue South','Minneapolis','55406','9ffaebf5af107ef3'
93.4042121,45.065974,'6210','Magda Drive North','Maple Grove','55369','9abbc51b562c6a1a'
93.25284,44.9091137,'5158','Bloomington Avenue','Minneapolis','55417','27c59cd6012bd829'
93.3570906,44.8414621,'5800','Southwood Drive','Bloomington','55437','586cdc1f9a1ca0f8'
93.6093442,44.9745902,'38','Address Unassigned','Orono','55356','49c4d315b28bace3'
93.3489573,44.9667572,'1631','Park Place Boulevard','Saint Louis Park','55416','dca8d8b92fc35e5a'
93.2169474,44.9289215,'4054','39th Avenue South','Minneapolis','55406','e46516918cbbe829'
93.3039309,44.9074812,'5232','Logan Avenue South','Minneapolis','55419','3068d29e4f9e4aec'
93.4664318,44.9964577,'1555','Juneau Lane North','Plymouth','55447','0996ef276dafcdb3'
93.5451107,45.1746412,'12115','Madison Circle','Rogers','55374','b82cbf3e197b37bc'
93.4626111,44.9017119,'5621','Eden Prairie Road','Minnetonka','55345','cfc2fdcb5a9c9aba'
93.4299316,44.8936943,'6058','Chasewood Parkway','Minnetonka','55343','1b210a1bff148e1d'
93.4028832,44.8207323,'10100','Bridgehill Terrace','Eden Prairie','55347','53ff7f212e6820dd'
93.4182939,44.967139,'11005','Oak Knoll Terrace North','Minnetonka','55305','fdf7d63c2944fd1c'
93.3100801,45.038739,'4606','Queen Avenue North','Minneapolis','55412','9d33fbe291ad466b'
93.4893955,44.8441407,'16741','Mayfield Drive','Eden Prairie','55347','3a949f8c01c1de2a'
93.4459914,45.0548262,'40','Address Unassigned','Plymouth','55442','b3914a212474931c'
93.4885295,44.9898439,'40','Address Unassigned','Plymouth','55447','02e30d742b29efbd'
93.3191321,45.0510887,'5256','Xerxes Avenue North','Minneapolis','55430','4ded8f7b416eccc7'
93.6325007,45.055405,'150','Hillview Lane','Loretto','55357','efb0c1a808995f06'
93.5011146,45.0939453,'7663','Kimberly Lane North','Maple Grove','55311','f6d239c4066b9352'
93.2341739,45.0247837,'3123','Hayes Street Northeast','Minneapolis','55418','19c5783defdd21bd'
93.3907847,44.8165925,'10339','Zinran Circle','Bloomington','55438','dfec6b3290d573ed'
93.4609507,45.0820741,'7011','Empire Lane North','Maple Grove','55311','b56e2524dee23596'
93.234931,45.0198639,'2842','Hayes Street Northeast','Minneapolis','55418','b21eca97a2df01a6'
93.2508106,44.8658463,'7538','17th Avenue South','Richfield','55423','37ff25a9d31ae509'
93.2656911,44.9831138,'19','1st Street South','Minneapolis','55401','596525134c470c6d'
93.4184328,44.8524794,'8356','Townsend Drive','Eden Prairie','55344','9e92ae810f90c567'
93.5825348,44.9900573,'2370','Wayzata Boulevard West','Orono','55356','714a5f4db545ba89'
93.2402639,44.9456994,'3127','22nd Avenue South','Minneapolis','55407','1b5e5162844efc00'
93.3168719,45.1157099,'8807','Telford Crossing North','Brooklyn Park','55443','816c1201f57e4f4b'
93.6507031,44.920044,'3215','Roxbury Lane','Mound','55364','1533d43a06cf8af0'
93.4984175,44.8260163,'9696','Laforet Drive','Eden Prairie','55347','139a1b417e0f8969'
93.2683005,44.9701905,'500','Grant Street East','Minneapolis','55404','8daec8361f66e622'
93.2484103,44.98757,'516','4th Avenue Southeast','Minneapolis','55414','bbdd999a8443704f'
93.4296449,44.9424696,'11851','Minnetonka Boulevard','Minnetonka','55305','ea4cc072f17b8646'
93.4490865,44.9442488,'3220','Chase Drive','Minnetonka','55305','5079ea798100ed1d'
93.3051963,44.8725322,'7200','Morgan Avenue South','Richfield','55423','6d72548b69d13bb2'
93.2860895,44.9228848,'4404','Harriet Avenue','Minneapolis','55419','a358fd6ad400e173'
93.3802985,45.1671578,'11728','Winnetka Avenue North','Champlin','55316','5815e2ebf7712c6b'
93.3188761,45.1280106,'2917','94th Way North','Brooklyn Park','55444','2bf2aeba0749aa0c'
93.2403538,44.931422,'2210','40th Street East','Minneapolis','55407','294efafafda8e183'
93.4413713,44.9285462,'4130','Windridge Circle','Minnetonka','55305','150a0d1ac6f60954'
93.4394083,45.0345546,'4340','Oakview Lane North','Plymouth','55442','a5e6d2d5490e71e7'
93.2160829,45.0238909,'3104','31st Avenue Northeast','Saint Anthony','55418','8039e36e95f761a5'
93.444544,44.842592,'8890','Peep Oday Trail','Eden Prairie','55347','ce1deb054b3fe722'
93.4953599,44.8858821,'6495','Duck Lake Road','Eden Prairie','55346','895b0859d8727344'
93.495113,44.9069745,'16847','Patricia Lane','Minnetonka','55345','685aeb2ebd153d62'
93.6479337,44.9573036,'4900','Minneapolis Avenue','Minnetrista','55364','68d2e3224fb1a91f'
93.5050281,44.8596839,'17917','Cascade Drive','Eden Prairie','55347','ca7fe3e8a6c69dcb'
93.3230947,44.9224777,'4424','Abbott Avenue South','Minneapolis','55410','5284314d93638a4c'
93.38648,45.051227,'5400','Yukon Avenue North','New Hope','55428','e7e5e514c822335e'
93.6509296,44.9312775,'85','Address Unassigned','Mound','55364','f0e3c097059c7b3e'
93.3884292,45.028284,'3989','Zealand Avenue North','New Hope','55427','8c0c4f5b4034a447'
93.2453128,45.0201741,'1002','29th Avenue Northeast','Minneapolis','55418','d5796e726ba1d219'
93.214961,44.9255397,'4249','40th Avenue South','Minneapolis','55406','45614408777a1bbd'
93.4411255,44.8678731,'12988','Valley View Road','Eden Prairie','55344','1a97df4d5f71998f'
93.3233255,44.8469891,'3405','Shepherd Hills Circle','Bloomington','55431','b012f83ae2a7d60d'
93.3471856,44.8083342,'5131','Balmoral Lane','Bloomington','55437','6ed80b294cf7aa2c'
93.2554689,44.9925629,'309','5th Street Northeast','Minneapolis','55413','b6945ec3b547708b'
93.3551981,45.1643155,'11613','West River Road','Champlin','55316','efe58d39eb04f2d7'
93.37513,45.0560202,'5641','Pennsylvania Avenue North','Crystal','55428','02147d3ce44990f9'
93.5652956,44.8995446,'400','Highway 7','Excelsior','55331','c96db13566860dff'
93.3406928,44.9293012,'4720','41st Street West','Saint Louis Park','55416','3a84860781dc6acf'
93.2608635,44.9809143,'401','1st Street South','Minneapolis','55401','6dc980aaf68ef8d3'
93.3162761,45.0215531,'3635','Vincent Avenue North','Minneapolis','55412','a913422703c77083'
93.3462133,44.7951468,'11500','Compass Drive','Bloomington','55437','48f44ad2b851ce9a'
93.2937342,44.9052383,'5354','Dupont Avenue South','Minneapolis','55419','ceba22ba73054b00'
93.2909716,44.9687642,'48','Groveland Terrace','Minneapolis','55403','21fbd5beac0032ce'
93.5893584,44.9267592,'65','Interlachen Lane','Tonka Bay','55331','9230db008b7be84c'
93.3379958,44.9344295,'4525','Park Commons Drive','Saint Louis Park','55416','dc31514dc611263b'
93.3311624,45.0344379,'4334','Halifax Avenue North','Robbinsdale','55422','3aebc4fb8c3b142c'
93.2892691,45.0755381,'6628','Camden Drive','Brooklyn Center','55430','1a14de3b96133a25'
93.3088652,44.9731837,'409','Cedar Lake Road South','Minneapolis','55405','bd9110caadaab67a'
93.446707,45.022034,'3600','Underwood Lane North','Plymouth','55441','24e55d2e8df5e7e9'
93.7374091,44.9129005,'8470','Trista Lane East','Saint Bonifacius','55375','23bf66566a778962'
93.2469223,45.0228744,'3021','Central Avenue Northeast','Minneapolis','55418','4ca50b2097992217'
93.4668496,45.0399199,'4650','Juneau Lane North','Plymouth','55446','18e4e574a5cf0348'
93.5090984,44.9705502,'752','Widsten Circle','Wayzata','55391','24a48c6bbb8b70da'
93.4456936,44.9611215,'2240','Plymouth Road','Minnetonka','55305','7380a3536a4bea7e'
93.2705676,45.0092497,'2110','Grand Street Northeast','Minneapolis','55418','78525ba822758275'
93.3990365,44.9972488,'1612','Independence Avenue North','Golden Valley','55427','077dd30fdd3e13e7'
93.2418953,44.9988609,'1103','Fillmore Street Northeast','Minneapolis','55413','77f7bbf7577f48cb'
93.430378,45.1179454,'8982','Goldenrod Lane North','Maple Grove','55369','2456f8d9fe9d316e'
93.364098,44.8290932,'9608','Edgewood Road','Bloomington','55438','046535d4a07a0e0e'
93.4757636,45.0007271,'15200','18th Avenue North','Plymouth','55447','0aee33ba045922f3'
93.3629337,44.9933662,'1309','Florida Avenue North','Golden Valley','55427','df6b059a707eba41'
93.5750788,44.9978779,'2085','6th Avenue North','Orono','55356','4d2f6e62c86d4a23'
93.3748863,44.9846418,'7475','Country Club Drive','Golden Valley','55427','9c838a2d1b1bc80a'
93.2515646,44.8318241,'9501','Riverview Avenue South','Bloomington','55425','008735da277a6572'
93.3757869,45.0859062,'7454','72nd Lane North','Brooklyn Park','55428','93cafb487f82fc6a'
93.3581414,44.9310937,'3924','Brunswick Avenue South','Saint Louis Park','55416','c5753caf5d65ea0c'
93.4255322,44.9291522,'238','20th Avenue North','Hopkins','55343','3139b08304191d5f'
93.4389676,45.1018284,'8100','Main Street North','Maple Grove','55369','80bf54ddfb486a4a'
93.3857698,45.1691923,'11857','Texas Avenue North','Champlin','55316','854c925f26597ffc'
93.3402119,45.1096754,'4658','85th Avenue North','Brooklyn Park','55443','f20d109a840503b0'
93.4089654,44.9419756,'10213','34th Street West','Minnetonka','55305','ca3af524fa898c6e'
93.3111378,45.0112021,'2955','Russell Avenue North','Minneapolis','55411','78a236ad45817db4'
93.6839449,45.1352619,'65','Address Unassigned','Greenfield','55357','e85fcb46fe357b6a'
93.4618818,45.0285679,'14300','40th Place North','Plymouth','55446','906f516e6c9a9d33'
93.2054976,44.9423743,'3328','48th Avenue South','Minneapolis','55406','8e252ba35ca3569e'
93.3649472,44.9798471,'6633','Glenwood Avenue','Golden Valley','55427','cc1440f051606ad8'
93.5092527,44.9866522,'700','Queensland Lane North','Plymouth','55447','5401c6728c645b5f'
93.4016585,44.8309974,'9728','Brighton Lane','Eden Prairie','55347','220f45e40816824b'
93.3006108,45.0351694,'1625','44th Avenue North','Minneapolis','55412','665f280a3dbaaaf2'
93.3760023,44.9885866,'831','Pennsylvania Avenue North','Golden Valley','55427','f8f1a0f11cc3b36d'
93.2111138,44.9231409,'4405','43rd Avenue South','Minneapolis','55406','c09ab1b4b116d81b'
93.3401398,45.0929966,'4601','76th Avenue North','Brooklyn Park','55443','437364cd444e3237'
93.3357859,44.829792,'9608','Little Road','Bloomington','55437','41d565d2ff6513e5'
93.6342683,44.9280802,'4407','Wilshire Boulevard','Mound','55364','66c956728a1f44a5'
93.6288537,44.9710362,'425','Tonkawa Road','Orono','55356','d6d1da95585a0448'
93.4519355,45.023379,'40','Address Unassigned','Plymouth','55441','6fea21be0bac69d7'
93.3412018,45.0503429,'5344','Perry Circle North','Crystal','55429','89a63c824e74e3a8'
93.4356211,45.1317834,'9769','Kirkwood Lane North','Maple Grove','55369','391dae1cd4d8f37c'
93.3306039,44.9459936,'3200','Inglewood Avenue South','Saint Louis Park','55416','e3defcb87afd5260'
93.3528133,44.9621513,'2350','Ridge Drive','Saint Louis Park','55416','45c70dc78b7248b1'
93.3833693,44.9076148,'5300','Evanswood Lane','Edina','55436','f9ca66c2af00ed43'
93.2788964,44.9185756,'4627','Blaisdell Avenue','Minneapolis','55419','c99261ac7fca6be7'
93.2455349,44.9338706,'1855','38th Street East','Minneapolis','55407','e7c453e926a972a3'
93.3938813,44.9209171,'146','Van Buren Avenue South','Hopkins','55343','4a63d8e714aa392d'
93.2955875,44.8965153,'5845','Fremont Avenue South','Minneapolis','55419','f9f0c1fbf8188cb7'
93.279938,44.986995,'730','4th Street North','Minneapolis','55401','c574eb45e2fca40d'
93.5929001,44.9074309,'5320','Manitou Road','Tonka Bay','55331','a6dbf678ebe3e9fd'
93.3231953,44.8650019,'7605','Edinborough Way','Edina','55435','89f69f750b13f2bc'
93.5281874,44.9171485,'19610','Hillside Street','Deephaven','55331','0457d47827d9a412'
93.3955872,45.0381035,'4624','Gettysburg Avenue North','New Hope','55428','4c24eb62f7af4ffa'
93.3111445,45.10831,'8424','Queen Avenue North','Brooklyn Park','55444','13dd7514f6ee5470'
93.3140918,44.8561288,'8125','Thomas Avenue South','Bloomington','55431','cd65ac005173a2d9'
93.518323,44.9803341,'201','Ridgeview Drive East','Wayzata','55391','af94e2e3001677f0'
93.3142624,44.9504086,'2704','Lake Street West','Minneapolis','55416','b817cfbd7ada5d5f'
93.3505426,44.9968094,'1725','Lilac Drive North','Golden Valley','55422','439c6f32886e1990'
93.3299622,45.0556886,'5533','France Avenue North','Brooklyn Center','55429','4c0902d415cc4bbc'
93.3910593,44.89088,'6521','Gleason Court','Edina','55436','5f54cff8574cce47'
93.4278726,44.9520825,'11677','Cedar Pass','Minnetonka','55305','53becd4379dedc8d'
93.279938,44.986995,'730','4th Street North','Minneapolis','55401','c574eb45e2fca40d'
93.370144,45.0623373,'7032','60th Avenue North','Crystal','55428','ba4ae15e9f0680b0'
93.6404711,45.0157981,'16','F Loop','Medina','55359','99ccfd980411e071'
93.4295424,44.9599679,'11951','Hilloway Road West','Minnetonka','55305','fb55ccfa5d7f8694'
93.3834406,44.8005729,'7612','Auto Club Circle','Bloomington','55438','fa458974d8506a66'
93.2163557,44.9670065,'150','Malcolm Avenue Southeast','Minneapolis','55414','d7b8be4e88efb511'
93.6878081,45.0771195,'6755','Greenfield Road','Greenfield','55357','cc2a998aa3648380'
93.3582449,45.103301,'6016','Candlewood Court North','Brooklyn Park','55443','f8b6327fdc186c05'
93.2274205,44.9235065,'4352','31st Avenue South','Minneapolis','55406','2aae085008abe65c'
93.3782358,45.0398676,'4657','Rhode Island Avenue North','New Hope','55428','3bbb94a6a1c3aa5a'
93.5055546,45.0438197,'5002','Merrimac Court North','Plymouth','55446','5cf06410f1ff2046'
93.4576766,45.0508344,'14022','53rd Avenue North','Plymouth','55446','5704cd5c365c76bb'
93.3350249,44.8729357,'7136','Glouchester Avenue','Edina','55435','0847a3bdd621bd08'
93.32865,45.0807595,'3707','Urban Avenue North','Brooklyn Center','55429','6e81507fed2db505'
93.2331042,44.9917588,'1303','Hennepin Avenue East','Minneapolis','55414','040b196893ee2cf0'
93.3418606,44.9849713,'4950','Olson Memorial Highway','Golden Valley','55422','2c54313c7a12d933'
93.3108403,44.8976174,'5807','Russell Avenue South','Minneapolis','55410','526811d49848fd07'
93.445633,44.9624338,'2220','Plymouth Road','Minnetonka','55305','328941e09e7d0e09'
93.3797592,45.0053996,'2460','Winnetka Avenue North','Golden Valley','55427','ee8b5da6bae93bcd'
93.5454257,44.9123583,'5065','Saint Albans Bay Road','Shorewood','55331','9ca681bede5e52ef'
93.2054978,44.9422089,'3336','48th Avenue South','Minneapolis','55406','800a6916e8699c71'
93.2759127,44.962123,'111','Franklin Avenue East','Minneapolis','55404','7e05735b73212404'
93.2733652,44.9862916,'401','2nd Street North','Minneapolis','55401','969ca98a992908c5'
93.3745879,45.0898643,'7309','75th Avenue North','Brooklyn Park','55428','984004f3c8c8c95c'
93.3299563,44.8983316,'3912','58th Street West','Edina','55424','d3f167c2336b5506'
93.4924243,45.0788687,'6812','Everest Lane North','Maple Grove','55311','0f915c17b5282fe4'
